type,client,tx,amount
deposit,1,2968,10.0
deposit,1,2970,10.0
deposit,1,2972,10.0
deposit,2,2973,30.0
deposit,1,2974,10.0
withdrawal,2,2975,10.0
deposit,1,2976,10.0
deposit,1,2978,10.0
deposit,2,2979,30.0
deposit,1,2980,10.0
deposit,1,2982,10.0
deposit,1,2984,10.0
deposit,2,2985,30.0
deposit,1,2986,10.0
deposit,1,2988,10.0
deposit,1,2990,10.0
deposit,2,2991,30.0
deposit,1,2992,10.0
deposit,1,2994,10.0
withdrawal,2,2995,10.0
deposit,1,2996,10.0
deposit,2,2997,30.0
deposit,1,2998,10.0
deposit,1,3000,10.0
deposit,1,3002,10.0
deposit,2,3003,30.0
deposit,1,3004,10.0
withdrawal,2,3005,10.0
deposit,1,3006,10.0
deposit,1,3008,10.0
deposit,2,3009,30.0
deposit,1,3010,10.0
deposit,1,3012,10.0
deposit,1,3014,10.0
deposit,2,3015,30.0
deposit,1,3016,10.0
deposit,1,3018,10.0
deposit,1,3020,10.0
deposit,2,3021,30.0
deposit,1,3022,10.0
deposit,1,3024,10.0
withdrawal,2,3025,10.0
deposit,1,3026,10.0
deposit,2,3027,30.0
deposit,1,3028,10.0
deposit,1,3030,10.0
deposit,1,3032,10.0
deposit,2,3033,30.0
deposit,1,3034,10.0
withdrawal,2,3035,10.0
deposit,1,3036,10.0
deposit,1,3038,10.0
deposit,2,3039,30.0
deposit,1,3040,10.0
deposit,1,3042,10.0
deposit,1,3044,10.0
deposit,2,3045,30.0
deposit,1,3046,10.0
deposit,1,3048,10.0
deposit,1,3050,10.0
deposit,2,3051,30.0
deposit,1,3052,10.0
deposit,1,3054,10.0
withdrawal,2,3055,10.0
deposit,1,3056,10.0
deposit,2,3057,30.0
deposit,1,3058,10.0
deposit,1,3060,10.0
deposit,1,3062,10.0
deposit,2,3063,30.0
deposit,1,3064,10.0
withdrawal,2,3065,10.0
deposit,1,3066,10.0
deposit,1,3068,10.0
deposit,2,3069,30.0
deposit,1,3070,10.0
deposit,1,3072,10.0
deposit,1,3074,10.0
deposit,2,3075,30.0
deposit,1,3076,10.0
deposit,1,3078,10.0
deposit,1,3080,10.0
deposit,2,3081,30.0
deposit,1,3082,10.0
deposit,1,3084,10.0
withdrawal,2,3085,10.0
deposit,1,3086,10.0
deposit,2,3087,30.0
deposit,1,3088,10.0
deposit,1,3090,10.0
deposit,1,3092,10.0
deposit,2,3093,30.0
deposit,1,3094,10.0
withdrawal,2,3095,10.0
deposit,1,3096,10.0
deposit,1,3098,10.0
deposit,2,3099,30.0
deposit,1,3100,10.0
deposit,1,3102,10.0
deposit,1,3104,10.0
deposit,2,3105,30.0
deposit,1,3106,10.0
deposit,1,3108,10.0
deposit,1,3110,10.0
deposit,2,3111,30.0
deposit,1,3112,10.0
deposit,1,3114,10.0
withdrawal,2,3115,10.0
deposit,1,3116,10.0
deposit,2,3117,30.0
deposit,1,3118,10.0
deposit,1,3120,10.0
deposit,1,3122,10.0
deposit,2,3123,30.0
deposit,1,3124,10.0
withdrawal,2,3125,10.0
deposit,1,3126,10.0
deposit,1,3128,10.0
deposit,2,3129,30.0
deposit,1,3130,10.0
deposit,1,3132,10.0
deposit,1,3134,10.0
deposit,2,3135,30.0
deposit,1,3136,10.0
deposit,1,3138,10.0
deposit,1,3140,10.0
deposit,2,3141,30.0
deposit,1,3142,10.0
deposit,1,3144,10.0
withdrawal,2,3145,10.0
deposit,1,3146,10.0
deposit,2,3147,30.0
deposit,1,3148,10.0
deposit,1,3150,10.0
deposit,1,3152,10.0
deposit,2,3153,30.0
deposit,1,3154,10.0
withdrawal,2,3155,10.0
deposit,1,3156,10.0
deposit,1,3158,10.0
deposit,2,3159,30.0
deposit,1,3160,10.0
deposit,1,3162,10.0
deposit,1,3164,10.0
deposit,2,3165,30.0
deposit,1,3166,10.0
deposit,1,3168,10.0
deposit,1,3170,10.0
deposit,2,3171,30.0
deposit,1,3172,10.0
deposit,1,3174,10.0
withdrawal,2,3175,10.0
deposit,1,3176,10.0
deposit,2,3177,30.0
deposit,1,3178,10.0
deposit,1,3180,10.0
deposit,1,3182,10.0
deposit,2,3183,30.0
deposit,1,3184,10.0
withdrawal,2,3185,10.0
deposit,1,3186,10.0
deposit,1,3188,10.0
deposit,2,3189,30.0
deposit,1,3190,10.0
deposit,1,3192,10.0
deposit,1,3194,10.0
deposit,2,3195,30.0
deposit,1,3196,10.0
deposit,1,3198,10.0
deposit,1,3200,10.0
deposit,2,3201,30.0
deposit,1,3202,10.0
deposit,1,3204,10.0
withdrawal,2,3205,10.0
deposit,1,3206,10.0
deposit,2,3207,30.0
deposit,1,3208,10.0
deposit,1,3210,10.0
deposit,1,3212,10.0
deposit,2,3213,30.0
deposit,1,3214,10.0
withdrawal,2,3215,10.0
deposit,1,3216,10.0
deposit,1,3218,10.0
deposit,2,3219,30.0
deposit,1,3220,10.0
deposit,1,3222,10.0
deposit,1,3224,10.0
deposit,2,3225,30.0
deposit,1,3226,10.0
deposit,1,3228,10.0
deposit,1,3230,10.0
deposit,2,3231,30.0
deposit,1,3232,10.0
deposit,1,3234,10.0
withdrawal,2,3235,10.0
deposit,1,3236,10.0
deposit,2,3237,30.0
deposit,1,3238,10.0
deposit,1,3240,10.0
deposit,1,3242,10.0
deposit,2,3243,30.0
deposit,1,3244,10.0
withdrawal,2,3245,10.0
deposit,1,3246,10.0
deposit,1,3248,10.0
deposit,2,3249,30.0
deposit,1,3250,10.0
deposit,1,3252,10.0
deposit,1,3254,10.0
deposit,2,3255,30.0
deposit,1,3256,10.0
deposit,1,3258,10.0
deposit,1,3260,10.0
deposit,2,3261,30.0
deposit,1,3262,10.0
deposit,1,3264,10.0
withdrawal,2,3265,10.0
deposit,1,3266,10.0
deposit,2,3267,30.0
deposit,1,3268,10.0
deposit,1,3270,10.0
deposit,1,3272,10.0
deposit,2,3273,30.0
deposit,1,3274,10.0
withdrawal,2,3275,10.0
deposit,1,3276,10.0
deposit,1,3278,10.0
deposit,2,3279,30.0
deposit,1,3280,10.0
deposit,1,3282,10.0
deposit,1,3284,10.0
deposit,2,3285,30.0
deposit,1,3286,10.0
deposit,1,3288,10.0
deposit,1,3290,10.0
deposit,2,3291,30.0
deposit,1,3292,10.0
deposit,1,3294,10.0
withdrawal,2,3295,10.0
deposit,1,3296,10.0
deposit,2,3297,30.0
deposit,1,3298,10.0
deposit,1,3300,10.0
deposit,1,3302,10.0
deposit,2,3303,30.0
deposit,1,3304,10.0
withdrawal,2,3305,10.0
deposit,1,3306,10.0
deposit,1,3308,10.0
deposit,2,3309,30.0
deposit,1,3310,10.0
deposit,1,3312,10.0
deposit,1,3314,10.0
deposit,2,3315,30.0
deposit,1,3316,10.0
deposit,1,3318,10.0
deposit,1,3320,10.0
deposit,2,3321,30.0
deposit,1,3322,10.0
deposit,1,3324,10.0
withdrawal,2,3325,10.0
deposit,1,3326,10.0
deposit,2,3327,30.0
deposit,1,3328,10.0
deposit,1,3330,10.0
deposit,1,3332,10.0
deposit,2,3333,30.0
deposit,1,3334,10.0
withdrawal,2,3335,10.0
deposit,1,3336,10.0
deposit,1,3338,10.0
deposit,2,3339,30.0
deposit,1,3340,10.0
deposit,1,3342,10.0
deposit,1,3344,10.0
deposit,2,3345,30.0
deposit,1,3346,10.0
deposit,1,3348,10.0
deposit,1,3350,10.0
deposit,2,3351,30.0
deposit,1,3352,10.0
deposit,1,3354,10.0
withdrawal,2,3355,10.0
deposit,1,3356,10.0
deposit,2,3357,30.0
deposit,1,3358,10.0
deposit,1,3360,10.0
deposit,1,3362,10.0
deposit,2,3363,30.0
deposit,1,3364,10.0
withdrawal,2,3365,10.0
deposit,1,3366,10.0
deposit,1,3368,10.0
deposit,2,3369,30.0
deposit,1,3370,10.0
deposit,1,3372,10.0
deposit,1,3374,10.0
deposit,2,3375,30.0
deposit,1,3376,10.0
deposit,1,3378,10.0
deposit,1,3380,10.0
deposit,2,3381,30.0
deposit,1,3382,10.0
deposit,1,3384,10.0
withdrawal,2,3385,10.0
deposit,1,3386,10.0
deposit,2,3387,30.0
deposit,1,3388,10.0
deposit,1,3390,10.0
deposit,1,3392,10.0
deposit,2,3393,30.0
deposit,1,3394,10.0
withdrawal,2,3395,10.0
deposit,1,3396,10.0
deposit,1,3398,10.0
deposit,2,3399,30.0
deposit,1,3400,10.0
deposit,1,3402,10.0
deposit,1,3404,10.0
deposit,2,3405,30.0
deposit,1,3406,10.0
deposit,1,3408,10.0
deposit,1,3410,10.0
deposit,2,3411,30.0
deposit,1,3412,10.0
deposit,1,3414,10.0
withdrawal,2,3415,10.0
deposit,1,3416,10.0
deposit,2,3417,30.0
deposit,1,3418,10.0
deposit,1,3420,10.0
deposit,1,3422,10.0
deposit,2,3423,30.0
deposit,1,3424,10.0
withdrawal,2,3425,10.0
deposit,1,3426,10.0
deposit,1,3428,10.0
deposit,2,3429,30.0
deposit,1,3430,10.0
deposit,1,3432,10.0
deposit,1,3434,10.0
deposit,2,3435,30.0
deposit,1,3436,10.0
deposit,1,3438,10.0
deposit,1,3440,10.0
deposit,2,3441,30.0
deposit,1,3442,10.0
deposit,1,3444,10.0
withdrawal,2,3445,10.0
deposit,1,3446,10.0
deposit,2,3447,30.0
deposit,1,3448,10.0
deposit,1,3450,10.0
deposit,1,3452,10.0
deposit,2,3453,30.0
deposit,1,3454,10.0
withdrawal,2,3455,10.0
deposit,1,3456,10.0
deposit,1,3458,10.0
deposit,2,3459,30.0
deposit,1,3460,10.0
deposit,1,3462,10.0
deposit,1,3464,10.0
deposit,2,3465,30.0
deposit,1,3466,10.0
deposit,1,3468,10.0
deposit,1,3470,10.0
deposit,2,3471,30.0
deposit,1,3472,10.0
deposit,1,3474,10.0
withdrawal,2,3475,10.0
deposit,1,3476,10.0
deposit,2,3477,30.0
deposit,1,3478,10.0
deposit,1,3480,10.0
deposit,1,3482,10.0
deposit,2,3483,30.0
deposit,1,3484,10.0
withdrawal,2,3485,10.0
deposit,1,3486,10.0
deposit,1,3488,10.0
deposit,2,3489,30.0
deposit,1,3490,10.0
deposit,1,3492,10.0
deposit,1,3494,10.0
deposit,2,3495,30.0
deposit,1,3496,10.0
deposit,1,3498,10.0
deposit,1,3500,10.0
deposit,2,3501,30.0
deposit,1,3502,10.0
deposit,1,3504,10.0
withdrawal,2,3505,10.0
deposit,1,3506,10.0
deposit,2,3507,30.0
deposit,1,3508,10.0
deposit,1,3510,10.0
deposit,1,3512,10.0
deposit,2,3513,30.0
deposit,1,3514,10.0
withdrawal,2,3515,10.0
deposit,1,3516,10.0
deposit,1,3518,10.0
deposit,2,3519,30.0
deposit,1,3520,10.0
deposit,1,3522,10.0
deposit,1,3524,10.0
deposit,2,3525,30.0
deposit,1,3526,10.0
deposit,1,3528,10.0
deposit,1,3530,10.0
deposit,2,3531,30.0
deposit,1,3532,10.0
deposit,1,3534,10.0
withdrawal,2,3535,10.0
deposit,1,3536,10.0
deposit,2,3537,30.0
deposit,1,3538,10.0
deposit,1,3540,10.0
deposit,1,3542,10.0
deposit,2,3543,30.0
deposit,1,3544,10.0
withdrawal,2,3545,10.0
deposit,1,3546,10.0
deposit,1,3548,10.0
deposit,2,3549,30.0
deposit,1,3550,10.0
deposit,1,3552,10.0
deposit,1,3554,10.0
deposit,2,3555,30.0
deposit,1,3556,10.0
deposit,1,3558,10.0
deposit,1,3560,10.0
deposit,2,3561,30.0
deposit,1,3562,10.0
deposit,1,3564,10.0
withdrawal,2,3565,10.0
deposit,1,3566,10.0
deposit,2,3567,30.0
deposit,1,3568,10.0
deposit,1,3570,10.0
deposit,1,3572,10.0
deposit,2,3573,30.0
deposit,1,3574,10.0
withdrawal,2,3575,10.0
deposit,1,3576,10.0
deposit,1,3578,10.0
deposit,2,3579,30.0
deposit,1,3580,10.0
deposit,1,3582,10.0
deposit,1,3584,10.0
deposit,2,3585,30.0
deposit,1,3586,10.0
deposit,1,3588,10.0
deposit,1,3590,10.0
deposit,2,3591,30.0
deposit,1,3592,10.0
deposit,1,3594,10.0
withdrawal,2,3595,10.0
deposit,1,3596,10.0
deposit,2,3597,30.0
deposit,1,3598,10.0
deposit,1,3600,10.0
deposit,1,3602,10.0
deposit,2,3603,30.0
deposit,1,3604,10.0
withdrawal,2,3605,10.0
deposit,1,3606,10.0
deposit,1,3608,10.0
deposit,2,3609,30.0
deposit,1,3610,10.0
deposit,1,3612,10.0
deposit,1,3614,10.0
deposit,2,3615,30.0
deposit,1,3616,10.0
deposit,1,3618,10.0
deposit,1,3620,10.0
deposit,2,3621,30.0
deposit,1,3622,10.0
deposit,1,3624,10.0
withdrawal,2,3625,10.0
deposit,1,3626,10.0
deposit,2,3627,30.0
deposit,1,3628,10.0
deposit,1,3630,10.0
deposit,1,3632,10.0
deposit,2,3633,30.0
deposit,1,3634,10.0
withdrawal,2,3635,10.0
deposit,1,3636,10.0
deposit,1,3638,10.0
deposit,2,3639,30.0
deposit,1,3640,10.0
deposit,1,3642,10.0
deposit,1,3644,10.0
deposit,2,3645,30.0
deposit,1,3646,10.0
deposit,1,3648,10.0
deposit,1,3650,10.0
deposit,2,3651,30.0
deposit,1,3652,10.0
deposit,1,3654,10.0
withdrawal,2,3655,10.0
deposit,1,3656,10.0
deposit,2,3657,30.0
deposit,1,3658,10.0
deposit,1,3660,10.0
deposit,1,3662,10.0
deposit,2,3663,30.0
deposit,1,3664,10.0
withdrawal,2,3665,10.0
deposit,1,3666,10.0
deposit,1,3668,10.0
deposit,2,3669,30.0
deposit,1,3670,10.0
deposit,1,3672,10.0
deposit,1,3674,10.0
deposit,2,3675,30.0
deposit,1,3676,10.0
deposit,1,3678,10.0
deposit,1,3680,10.0
deposit,2,3681,30.0
deposit,1,3682,10.0
deposit,1,3684,10.0
withdrawal,2,3685,10.0
deposit,1,3686,10.0
deposit,2,3687,30.0
deposit,1,3688,10.0
deposit,1,3690,10.0
deposit,1,3692,10.0
deposit,2,3693,30.0
deposit,1,3694,10.0
withdrawal,2,3695,10.0
deposit,1,3696,10.0
deposit,1,3698,10.0
deposit,2,3699,30.0
deposit,1,3700,10.0
deposit,1,3702,10.0
deposit,1,3704,10.0
deposit,2,3705,30.0
deposit,1,3706,10.0
deposit,1,3708,10.0
deposit,1,3710,10.0
deposit,2,3711,30.0
deposit,1,3712,10.0
deposit,1,3714,10.0
withdrawal,2,3715,10.0
deposit,1,3716,10.0
deposit,2,3717,30.0
deposit,1,3718,10.0
deposit,1,3720,10.0
deposit,1,3722,10.0
deposit,2,3723,30.0
deposit,1,3724,10.0
withdrawal,2,3725,10.0
deposit,1,3726,10.0
deposit,1,3728,10.0
deposit,2,3729,30.0
deposit,1,3730,10.0
deposit,1,3732,10.0
deposit,1,3734,10.0
deposit,2,3735,30.0
deposit,1,3736,10.0
deposit,1,3738,10.0
deposit,1,3740,10.0
deposit,2,3741,30.0
deposit,1,3742,10.0
deposit,1,3744,10.0
withdrawal,2,3745,10.0
deposit,1,3746,10.0
deposit,2,3747,30.0
deposit,1,3748,10.0
deposit,1,3750,10.0
deposit,1,3752,10.0
deposit,2,3753,30.0
deposit,1,3754,10.0
withdrawal,2,3755,10.0
deposit,1,3756,10.0
deposit,1,3758,10.0
deposit,2,3759,30.0
deposit,1,3760,10.0
deposit,1,3762,10.0
deposit,1,3764,10.0
deposit,2,3765,30.0
deposit,1,3766,10.0
deposit,1,3768,10.0
deposit,1,3770,10.0
deposit,2,3771,30.0
deposit,1,3772,10.0
deposit,1,3774,10.0
withdrawal,2,3775,10.0
deposit,1,3776,10.0
deposit,2,3777,30.0
deposit,1,3778,10.0
deposit,1,3780,10.0
deposit,1,3782,10.0
deposit,2,3783,30.0
deposit,1,3784,10.0
withdrawal,2,3785,10.0
deposit,1,3786,10.0
deposit,1,3788,10.0
deposit,2,3789,30.0
deposit,1,3790,10.0
deposit,1,3792,10.0
deposit,1,3794,10.0
deposit,2,3795,30.0
deposit,1,3796,10.0
deposit,1,3798,10.0
deposit,1,3800,10.0
deposit,2,3801,30.0
deposit,1,3802,10.0
deposit,1,3804,10.0
withdrawal,2,3805,10.0
deposit,1,3806,10.0
deposit,2,3807,30.0
deposit,1,3808,10.0
deposit,1,3810,10.0
deposit,1,3812,10.0
deposit,2,3813,30.0
deposit,1,3814,10.0
withdrawal,2,3815,10.0
deposit,1,3816,10.0
deposit,1,3818,10.0
deposit,2,3819,30.0
deposit,1,3820,10.0
deposit,1,3822,10.0
deposit,1,3824,10.0
deposit,2,3825,30.0
deposit,1,3826,10.0
deposit,1,3828,10.0
deposit,1,3830,10.0
deposit,2,3831,30.0
deposit,1,3832,10.0
deposit,1,3834,10.0
withdrawal,2,3835,10.0
deposit,1,3836,10.0
deposit,2,3837,30.0
deposit,1,3838,10.0
deposit,1,3840,10.0
deposit,1,3842,10.0
deposit,2,3843,30.0
deposit,1,3844,10.0
withdrawal,2,3845,10.0
deposit,1,3846,10.0
deposit,1,3848,10.0
deposit,2,3849,30.0
deposit,1,3850,10.0
deposit,1,3852,10.0
deposit,1,3854,10.0
deposit,2,3855,30.0
deposit,1,3856,10.0
deposit,1,3858,10.0
deposit,1,3860,10.0
deposit,2,3861,30.0
deposit,1,3862,10.0
deposit,1,3864,10.0
withdrawal,2,3865,10.0
deposit,1,3866,10.0
deposit,2,3867,30.0
deposit,1,3868,10.0
deposit,1,3870,10.0
deposit,1,3872,10.0
deposit,2,3873,30.0
deposit,1,3874,10.0
withdrawal,2,3875,10.0
deposit,1,3876,10.0
deposit,1,3878,10.0
deposit,2,3879,30.0
deposit,1,3880,10.0
deposit,1,3882,10.0
deposit,1,3884,10.0
deposit,2,3885,30.0
deposit,1,3886,10.0
deposit,1,3888,10.0
deposit,1,3890,10.0
deposit,2,3891,30.0
deposit,1,3892,10.0
deposit,1,3894,10.0
withdrawal,2,3895,10.0
deposit,1,3896,10.0
deposit,2,3897,30.0
deposit,1,3898,10.0
deposit,1,3900,10.0
deposit,1,3902,10.0
deposit,2,3903,30.0
deposit,1,3904,10.0
withdrawal,2,3905,10.0
deposit,1,3906,10.0
deposit,1,3908,10.0
deposit,2,3909,30.0
deposit,1,3910,10.0
deposit,1,3912,10.0
deposit,1,3914,10.0
deposit,2,3915,30.0
deposit,1,3916,10.0
deposit,1,3918,10.0
deposit,1,3920,10.0
deposit,2,3921,30.0
deposit,1,3922,10.0
deposit,1,3924,10.0
withdrawal,2,3925,10.0
deposit,1,3926,10.0
deposit,2,3927,30.0
deposit,1,3928,10.0
deposit,1,3930,10.0
deposit,1,3932,10.0
deposit,2,3933,30.0
deposit,1,3934,10.0
withdrawal,2,3935,10.0
deposit,1,3936,10.0
deposit,1,3938,10.0
deposit,2,3939,30.0
deposit,1,3940,10.0
deposit,1,3942,10.0
deposit,1,3944,10.0
deposit,2,3945,30.0
deposit,1,3946,10.0
deposit,1,3948,10.0
deposit,1,3950,10.0
deposit,2,3951,30.0
deposit,1,3952,10.0
deposit,1,3954,10.0
withdrawal,2,3955,10.0
deposit,1,3956,10.0
deposit,2,3957,30.0
deposit,1,3958,10.0
deposit,1,3960,10.0
deposit,1,3962,10.0
deposit,2,3963,30.0
deposit,1,3964,10.0
withdrawal,2,3965,10.0
deposit,1,3966,10.0
deposit,1,3968,10.0
deposit,2,3969,30.0
deposit,1,3970,10.0
deposit,1,3972,10.0
deposit,1,3974,10.0
deposit,2,3975,30.0
deposit,1,3976,10.0
deposit,1,3978,10.0
deposit,1,3980,10.0
deposit,2,3981,30.0
deposit,1,3982,10.0
deposit,1,3984,10.0
withdrawal,2,3985,10.0
deposit,1,3986,10.0
deposit,2,3987,30.0
deposit,1,3988,10.0
deposit,1,3990,10.0
deposit,1,3992,10.0
deposit,2,3993,30.0
deposit,1,3994,10.0
withdrawal,2,3995,10.0
deposit,1,3996,10.0
deposit,1,3998,10.0
deposit,2,3999,30.0
deposit,1,4000,10.0
deposit,1,4002,10.0
deposit,1,4004,10.0
deposit,2,4005,30.0
deposit,1,4006,10.0
deposit,1,4008,10.0
deposit,1,4010,10.0
deposit,2,4011,30.0
deposit,1,4012,10.0
deposit,1,4014,10.0
withdrawal,2,4015,10.0
deposit,1,4016,10.0
deposit,2,4017,30.0
deposit,1,4018,10.0
deposit,1,4020,10.0
deposit,1,4022,10.0
deposit,2,4023,30.0
deposit,1,4024,10.0
withdrawal,2,4025,10.0
deposit,1,4026,10.0
deposit,1,4028,10.0
deposit,2,4029,30.0
deposit,1,4030,10.0
deposit,1,4032,10.0
deposit,1,4034,10.0
deposit,2,4035,30.0
deposit,1,4036,10.0
deposit,1,4038,10.0
deposit,1,4040,10.0
deposit,2,4041,30.0
deposit,1,4042,10.0
deposit,1,4044,10.0
withdrawal,2,4045,10.0
deposit,1,4046,10.0
deposit,2,4047,30.0
deposit,1,4048,10.0
deposit,1,4050,10.0
deposit,1,4052,10.0
deposit,2,4053,30.0
deposit,1,4054,10.0
withdrawal,2,4055,10.0
deposit,1,4056,10.0
deposit,1,4058,10.0
deposit,2,4059,30.0
deposit,1,4060,10.0
deposit,1,4062,10.0
deposit,1,4064,10.0
deposit,2,4065,30.0
deposit,1,4066,10.0
deposit,1,4068,10.0
deposit,1,4070,10.0
deposit,2,4071,30.0
deposit,1,4072,10.0
deposit,1,4074,10.0
withdrawal,2,4075,10.0
deposit,1,4076,10.0
deposit,2,4077,30.0
deposit,1,4078,10.0
deposit,1,4080,10.0
deposit,1,4082,10.0
deposit,2,4083,30.0
deposit,1,4084,10.0
withdrawal,2,4085,10.0
deposit,1,4086,10.0
deposit,1,4088,10.0
deposit,2,4089,30.0
deposit,1,4090,10.0
deposit,1,4092,10.0
deposit,1,4094,10.0
deposit,2,4095,30.0
deposit,1,4096,10.0
deposit,1,4098,10.0
deposit,1,4100,10.0
deposit,2,4101,30.0
deposit,1,4102,10.0
deposit,1,4104,10.0
withdrawal,2,4105,10.0
deposit,1,4106,10.0
deposit,2,4107,30.0
deposit,1,4108,10.0
deposit,1,4110,10.0
deposit,1,4112,10.0
deposit,2,4113,30.0
deposit,1,4114,10.0
withdrawal,2,4115,10.0
deposit,1,4116,10.0
deposit,1,4118,10.0
deposit,2,4119,30.0
deposit,1,4120,10.0
deposit,1,4122,10.0
deposit,1,4124,10.0
deposit,2,4125,30.0
deposit,1,4126,10.0
deposit,1,4128,10.0
deposit,1,4130,10.0
deposit,2,4131,30.0
deposit,1,4132,10.0
deposit,1,4134,10.0
withdrawal,2,4135,10.0
deposit,1,4136,10.0
deposit,2,4137,30.0
deposit,1,4138,10.0
deposit,1,4140,10.0
deposit,1,4142,10.0
deposit,2,4143,30.0
deposit,1,4144,10.0
withdrawal,2,4145,10.0
deposit,1,4146,10.0
deposit,1,4148,10.0
deposit,2,4149,30.0
deposit,1,4150,10.0
deposit,1,4152,10.0
deposit,1,4154,10.0
deposit,2,4155,30.0
deposit,1,4156,10.0
deposit,1,4158,10.0
deposit,1,4160,10.0
deposit,2,4161,30.0
deposit,1,4162,10.0
deposit,1,4164,10.0
withdrawal,2,4165,10.0
deposit,1,4166,10.0
deposit,2,4167,30.0
deposit,1,4168,10.0
deposit,1,4170,10.0
deposit,1,4172,10.0
deposit,2,4173,30.0
deposit,1,4174,10.0
withdrawal,2,4175,10.0
deposit,1,4176,10.0
deposit,1,4178,10.0
deposit,2,4179,30.0
deposit,1,4180,10.0
deposit,1,4182,10.0
deposit,1,4184,10.0
deposit,2,4185,30.0
deposit,1,4186,10.0
deposit,1,4188,10.0
deposit,1,4190,10.0
deposit,2,4191,30.0
deposit,1,4192,10.0
deposit,1,4194,10.0
withdrawal,2,4195,10.0
deposit,1,4196,10.0
deposit,2,4197,30.0
deposit,1,4198,10.0
deposit,1,4200,10.0
deposit,1,4202,10.0
deposit,2,4203,30.0
deposit,1,4204,10.0
withdrawal,2,4205,10.0
deposit,1,4206,10.0
deposit,1,4208,10.0
deposit,2,4209,30.0
deposit,1,4210,10.0
deposit,1,4212,10.0
deposit,1,4214,10.0
deposit,2,4215,30.0
deposit,1,4216,10.0
deposit,1,4218,10.0
deposit,1,4220,10.0
deposit,2,4221,30.0
deposit,1,4222,10.0
deposit,1,4224,10.0
withdrawal,2,4225,10.0
deposit,1,4226,10.0
deposit,2,4227,30.0
deposit,1,4228,10.0
deposit,1,4230,10.0
deposit,1,4232,10.0
deposit,2,4233,30.0
deposit,1,4234,10.0
withdrawal,2,4235,10.0
deposit,1,4236,10.0
deposit,1,4238,10.0
deposit,2,4239,30.0
deposit,1,4240,10.0
deposit,1,4242,10.0
deposit,1,4244,10.0
deposit,2,4245,30.0
deposit,1,4246,10.0
deposit,1,4248,10.0
deposit,1,4250,10.0
deposit,2,4251,30.0
deposit,1,4252,10.0
deposit,1,4254,10.0
withdrawal,2,4255,10.0
deposit,1,4256,10.0
deposit,2,4257,30.0
deposit,1,4258,10.0
deposit,1,4260,10.0
deposit,1,4262,10.0
deposit,2,4263,30.0
deposit,1,4264,10.0
withdrawal,2,4265,10.0
deposit,1,4266,10.0
deposit,1,4268,10.0
deposit,2,4269,30.0
deposit,1,4270,10.0
deposit,1,4272,10.0
deposit,1,4274,10.0
deposit,2,4275,30.0
deposit,1,4276,10.0
deposit,1,4278,10.0
deposit,1,4280,10.0
deposit,2,4281,30.0
deposit,1,4282,10.0
deposit,1,4284,10.0
withdrawal,2,4285,10.0
deposit,1,4286,10.0
deposit,2,4287,30.0
deposit,1,4288,10.0
deposit,1,4290,10.0
deposit,1,4292,10.0
deposit,2,4293,30.0
deposit,1,4294,10.0
withdrawal,2,4295,10.0
deposit,1,4296,10.0
deposit,1,4298,10.0
deposit,2,4299,30.0
deposit,1,4300,10.0
deposit,1,4302,10.0
deposit,1,4304,10.0
deposit,2,4305,30.0
deposit,1,4306,10.0
deposit,1,4308,10.0
deposit,1,4310,10.0
deposit,2,4311,30.0
deposit,1,4312,10.0
deposit,1,4314,10.0
withdrawal,2,4315,10.0
deposit,1,4316,10.0
deposit,2,4317,30.0
deposit,1,4318,10.0
deposit,1,4320,10.0
deposit,1,4322,10.0
deposit,2,4323,30.0
deposit,1,4324,10.0
withdrawal,2,4325,10.0
deposit,1,4326,10.0
deposit,1,4328,10.0
deposit,2,4329,30.0
deposit,1,4330,10.0
deposit,1,4332,10.0
deposit,1,4334,10.0
deposit,2,4335,30.0
deposit,1,4336,10.0
deposit,1,4338,10.0
deposit,1,4340,10.0
deposit,2,4341,30.0
deposit,1,4342,10.0
deposit,1,4344,10.0
withdrawal,2,4345,10.0
deposit,1,4346,10.0
deposit,2,4347,30.0
deposit,1,4348,10.0
deposit,1,4350,10.0
deposit,1,4352,10.0
deposit,2,4353,30.0
deposit,1,4354,10.0
withdrawal,2,4355,10.0
deposit,1,4356,10.0
deposit,1,4358,10.0
deposit,2,4359,30.0
deposit,1,4360,10.0
deposit,1,4362,10.0
deposit,1,4364,10.0
deposit,2,4365,30.0
deposit,1,4366,10.0
deposit,1,4368,10.0
deposit,1,4370,10.0
deposit,2,4371,30.0
deposit,1,4372,10.0
deposit,1,4374,10.0
withdrawal,2,4375,10.0
deposit,1,4376,10.0
deposit,2,4377,30.0
deposit,1,4378,10.0
deposit,1,4380,10.0
deposit,1,4382,10.0
deposit,2,4383,30.0
deposit,1,4384,10.0
withdrawal,2,4385,10.0
deposit,1,4386,10.0
deposit,1,4388,10.0
deposit,2,4389,30.0
deposit,1,4390,10.0
deposit,1,4392,10.0
deposit,1,4394,10.0
deposit,2,4395,30.0
deposit,1,4396,10.0
deposit,1,4398,10.0
deposit,1,4400,10.0
deposit,2,4401,30.0
deposit,1,4402,10.0
deposit,1,4404,10.0
withdrawal,2,4405,10.0
deposit,1,4406,10.0
deposit,2,4407,30.0
deposit,1,4408,10.0
deposit,1,4410,10.0
deposit,1,4412,10.0
deposit,2,4413,30.0
deposit,1,4414,10.0
